Application Number,Voucher Number,Child Age (at time of Application),Gender,Has your child played sport before?,Participation Activity,Club Name,Club Suburb/Town,Club Local Government Area Name,Club State Electoral District  Name,Parent Suburb/Town,Total Payment
2000009692,Q6333OZ6,5,,No,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Beaudesert,150
2000012308,9BV2UBD9,5,,No,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Springfield Lakes,150
2000012554,AIZK5A7S,5,,No,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Greenbank,150
2000012598,RTWLJLV7,6,,No,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Regents Park,150
2000013069,9DTO3SHN,6,,No,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Browns Plains,150
2000009866,UU7Z6753,6,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Park Ridge South,150
2000008418,NRC91156,7,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Waterford West,150
2000012565,OPZ52QW1,7,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Greenbank,150
2000012202,34WJU7J5,8,,No,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Marsden,150
2000006561,S68742IA,8,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Jimboomba,150
2000006919,Z6WFB0DP,8,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Boronia Heights,150
2000009865,22I6JH1A,8,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Park Ridge South,150
2000012368,0A0UXB00,8,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Jimboomba,150
2000008204,5C642K04,8,,Yes,Rugby League,Wests Centenary Junior Rugby League Football Club,Wacol,Brisbane (C),Inala,Redbank Plains,150
2000008259,99PJIJZM,9,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Browns Plains,150
2000009687,IW0F39E4,9,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Beaudesert,150
2000010386,WFBGR2FD,9,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Munruben,150
2000011356,MQ7I496A,9,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Greenbank,150
2000011744,ALS5EYXH,9,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Greenbank,150
2000012571,1H47AGIZ,9,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Greenbank,150
2000013609,O7VV0YTP,9,,Yes,Rugby League,Wests Centenary Junior Rugby League Football Club,Wacol,Brisbane (C),Inala,Riverhills,150
2000001235,0HFJFS5D,10,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Browns Plains,150
2000004680,U9ZBTRCN,10,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Regents Park,150
2000006558,2WS5KV85,10,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Jimboomba,150
2000006924,GU4YEGI9,10,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Boronia Heights,150
2000009581,L4A3E6YK,10,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Boronia Heights,150
2000010595,N9J73WQS,10,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Sorrento,150
2000013066,ZS1YXD8Y,11,,No,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Browns Plains,150
2000006320,BYOZI3EY,11,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Crestmead,150
2000009846,1VM15INH,11,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Park Ridge South,150
2000010094,1DSO1JXA,11,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Regents Park,150
2000004900,4H3JXKYD,12,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Hillcrest,150
2000009565,Y56BNR3I,12,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Boronia Heights,150
2000011681,6C0NIVIW,12,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Greenbank,150
2000012574,40R8BK1N,12,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Greenbank,150
2000010558,D6U5WO7M,13,,No,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Highland Park,150
2000004779,6N30CH4Y,13,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Browns Plains,150
2000001465,NX4D9D95,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000003792,QMJN90JN,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000003807,9LNA20D7,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000006634,SGJU5COU,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Carrara,150
2000006894,FN0CNSYQ,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000007432,DNV2ZCNZ,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Reedy Creek,150
2000007609,AYNYPSW4,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000008104,373Z7GK9,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Carrara,150
2000009416,F1ZGB80S,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Upper Coomera,150
2000010033,OF1CPOQD,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000010511,1CXLZH9H,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Arundel,150
2000010586,NGB344QI,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Sorrento,150
2000010672,W21W7VB8,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Worongary,150
2000010753,BZYTSD0E,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Benowa,150
2000010802,YL7HMEKR,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000011192,1YR2NO17,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000011372,P4SUE2S6,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Highland Park,150
2000011730,9WPAR4L9,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Carrara,150
2000012046,EN1SPNHX,13,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Highland Park,150
2000007671,XJSJN1J5,14,,No,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Highland Park,150
2000005249,4U4JEQV0,14,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Arundel,150
2000005911,RS9IWUT4,14,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Carrara,150
2000006626,BJ9KM3OU,14,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Carrara,150
2000006892,6K4JLT9A,14,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000007638,PLS753I0,14,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Upper Coomera,150
2000007668,ZCWHPLD1,14,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Highland Park,150
2000007777,296LD65L,14,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Ashmore,150
2000010439,DRCWN7CR,14,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000010787,P7CWFUE8,14,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Lower Beechmont,150
2000010925,29XBINGL,14,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000011129,PTP2EUD8,14,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000011502,EJXQ9MAX,14,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Upper Coomera,150
2000012585,NYR7NE89,15,,Yes,Rugby League,Greenbank Rugby League Football Club Home of the Raiders Inc,Greenbank,Logan (C),Lockyer,Greenbank,150
2000001411,AO3XIECQ,15,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Palm Beach,150
2000001943,RXCK6ZOW,15,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Parkwood,150
2000002175,3SCUJW9B,15,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Parkwood,150
2000005690,SL78IZMT,15,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000007213,VLCSK3DH,15,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000009938,GY214P7O,15,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Pacific Pines,150
2000010365,H6ZKTDP3,15,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Helensvale,150
2000010650,WAS19DXD,15,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Worongary,150
2000013141,OE68UCWE,15,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Arundel,150
2000013151,ZO4YDDOU,15,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Arundel,150
2000011143,207JC9JG,16,,No,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Carrara,150
2000006890,SUPG0XXO,16,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000007776,CK4HVCAO,16,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Ashmore,150
2000009826,D0W7MU0V,16,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Helensvale,150
2000011211,TPY2WTIT,16,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000012049,7YLHQS83,16,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Worongary,150
2000000049,1YRCEVRU,17,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000000542,CDKC9NCZ,17,,Yes,Rugby League,NERANG JUNIOR RUGBY LEAGUE FOOTBALL CLUB Incorporated,Nerang,Gold Coast (C),Gaven,Nerang,150
2000007644,3D4PIQGC,10,,Yes,Rugby League,Wests Centenary Junior Rugby League Football Club,Wacol,Brisbane (C),Inala,Redbank Plains,150
2000008201,I190QKPN,11,,Yes,Rugby League,Wests Centenary Junior Rugby League Football Club,Wacol,Brisbane (C),Inala,Redbank Plains,150
2000000066,E092IVIS,12,,Yes,Rugby League,Wests Centenary Junior Rugby League Football Club,Wacol,Brisbane (C),Inala,Inala,150
2000011685,57C51GI2,12,,Yes,Rugby League,Wests Centenary Junior Rugby League Football Club,Wacol,Brisbane (C),Inala,Collingwood Park,150
2000002760,7GBJB9EZ,6,,No,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Mt Gravatt East,150
2000000285,KERTTODP,6,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Carina Heights,150
2000000341,D05RJH6E,6,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Carina Heights,150
2000010587,ODI3PRY0,6,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Birkdale,150
2000001975,S746Z7BC,7,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Rochedale South,150
2000008929,7VFV8IU0,7,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Camp Hill,150
2000009932,CI1I4L50,7,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Tingalpa,150
2000010564,4XK3WRGO,7,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Alexandra Hills,150
2000010567,8WGW9XFD,7,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Birkdale,150
2000012379,ZUZ76HRC,8,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Carina Heights,150
2000000994,I2XRECWV,6,,Yes,Rugby League,Eastern Suburbs District Rugby League Football Club,Holland Park,Brisbane (C),Greenslopes,Wishart,150
2000009583,Z0SRMGEI,6,,Yes,Rugby League,Wests Mitchelton Junior Rugby League Club,Mitchelton,Brisbane (C),Everton,Everton Park,150
2000011388,NARTJFF0,7,,No,Rugby League,Wests Mitchelton Junior Rugby League Club,Mitchelton,Brisbane (C),Everton,Mitchelton,150
2000007655,ML17EJ7G,9,,Yes,Rugby League,Wests Mitchelton Junior Rugby League Club,Mitchelton,Brisbane (C),Everton,Ferny Grove,150
2000013466,SQE9GB8D,9,,Yes,Rugby League,Wests Mitchelton Junior Rugby League Club,Mitchelton,Brisbane (C),Everton,Mitchelton,150
2000001661,MEGQ5E4O,11,,Yes,Rugby League,Eastern Suburbs District Rugby League Football Club,Holland Park,Brisbane (C),Greenslopes,Brisbane,150
2000002332,BFZ2HR95,11,,Yes,Rugby League,Eastern Suburbs District Rugby League Football Club,Holland Park,Brisbane (C),Greenslopes,Mount Gravatt East,150
2000008447,F1W40UD1,11,,Yes,Rugby League,Eastern Suburbs District Rugby League Football Club,Holland Park,Brisbane (C),Greenslopes,Slacks Creek,150
2000000776,2PUQL9JP,12,,Yes,Rugby League,Eastern Suburbs District Rugby League Football Club,Holland Park,Brisbane (C),Greenslopes,Holland Park,150
2000000559,7QUAOLBN,13,,Yes,Rugby League,Eastern Suburbs District Rugby League Football Club,Holland Park,Brisbane (C),Greenslopes,Annerley,150
2000005060,IY3B6ZT5,13,,Yes,Rugby League,Eastern Suburbs District Rugby League Football Club,Holland Park,Brisbane (C),Greenslopes,Cleveland,150
2000002321,VTWN2FLP,14,,Yes,Rugby League,Eastern Suburbs District Rugby League Football Club,Holland Park,Brisbane (C),Greenslopes,Mt Gravatt,150
2000005691,1GL80NXM,16,,Yes,Rugby League,Eastern Suburbs District Rugby League Football Club,Holland Park,Brisbane (C),Greenslopes,Salisbury,150
2000007120,UH4SYMYF,6,,No,Rugby League,Jimboomba Junior Rugby League Football Club Inc,North Maclean,Logan (C),Beaudesert,Logan Village,150
2000012047,3HJ21YT3,8,,Yes,Rugby League,Easts Springwood Junior Rugby League Football Club,Springwood,Logan (C),Springwood,Springwood,150
2000009641,FFQHW961,9,,Yes,Rugby League,Easts Springwood Junior Rugby League Football Club,Springwood,Logan (C),Springwood,Springwood,150
2000007089,CQ2JWE97,9,,Yes,Rugby League,Jimboomba Junior Rugby League Football Club Inc,North Maclean,Logan (C),Beaudesert,Logan Village,150
2000001691,TQH10HF9,10,,Yes,Rugby League,Easts Springwood Junior Rugby League Football Club,Springwood,Logan (C),Springwood,Daisy Hill,150
2000004481,PAZK9Q0T,10,,Yes,Rugby League,Easts Springwood Junior Rugby League Football Club,Springwood,Logan (C),Springwood,Kingston,150
2000010634,XSQJKTGU,10,,Yes,Rugby League,Easts Springwood Junior Rugby League Football Club,Springwood,Logan (C),Springwood,Slacks Creek,150
2000012052,GSXWKW17,10,,Yes,Rugby League,Easts Springwood Junior Rugby League Football Club,Springwood,Logan (C),Springwood,Springwood,150
2000013255,YI5P3UYR,10,,Yes,Rugby League,Easts Springwood Junior Rugby League Football Club,Springwood,Logan (C),Springwood,Rochedale South,150
2000006042,N48GVNVU,11,,Yes,Rugby League,Jimboomba Junior Rugby League Football Club Inc,North Maclean,Logan (C),Beaudesert,Veresdale Scrub,150
2000006257,QO8XMQPE,11,,Yes,Rugby League,Jimboomba Junior Rugby League Football Club Inc,North Maclean,Logan (C),Beaudesert,Mundoolun,150
2000006054,JOLDE9CZ,13,,Yes,Rugby League,Jimboomba Junior Rugby League Football Club Inc,North Maclean,Logan (C),Beaudesert,Jimboomba,150
2000006123,EAC78U9P,14,,Yes,Rugby League,Jimboomba Junior Rugby League Football Club Inc,North Maclean,Logan (C),Beaudesert,Logan Village,150
2000007088,U32OMXQ1,15,,Yes,Rugby League,Jimboomba Junior Rugby League Football Club Inc,North Maclean,Logan (C),Beaudesert,Logan Village,150
2000004181,ASPUEB48,17,,No,Rugby League,Jimboomba Junior Rugby League Football Club Inc,North Maclean,Logan (C),Beaudesert,Jimboomba,150
2000000147,S9SVNCAK,8,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Carina Heights,150
2000000299,SWI0CJDI,8,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Wynnum,150
2000000732,XH5RMC83,8,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Camp Hill,150
2000009554,3P7DH9FH,9,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Runcorn,150
2000012209,XCHBQ7LZ,9,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Morningside,150
2000011516,NHZ3OT03,13,,Yes,Rugby League,Wests Mitchelton Junior Rugby League Club,Mitchelton,Brisbane (C),Everton,Arana Hills,150
2000013500,2JE5K65J,13,,Yes,Rugby League,Wests Mitchelton Junior Rugby League Club,Mitchelton,Brisbane (C),Everton,Keperra,150
2000013513,4HFH6Y5C,13,,Yes,Rugby League,Wests Mitchelton Junior Rugby League Club,Mitchelton,Brisbane (C),Everton,Keperra,150
2000013494,R7JV9I14,14,,Yes,Rugby League,Wests Mitchelton Junior Rugby League Club,Mitchelton,Brisbane (C),Everton,Keperra,150
2000013244,FCM7G9LM,11,,Yes,Rugby League,Easts Springwood Junior Rugby League Football Club,Springwood,Logan (C),Springwood,Rochedale South,150
2000004466,SNYZ950D,12,,Yes,Rugby League,Easts Springwood Junior Rugby League Football Club,Springwood,Logan (C),Springwood,Kingston,150
2000009633,IQZ96X7Z,12,,Yes,Rugby League,Easts Springwood Junior Rugby League Football Club,Springwood,Logan (C),Springwood,Springwood,150
2000012354,JAKAU2OR,5,,No,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Alexandra Hills,150
2000013089,A3BRKF0L,5,,No,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Thornlands,150
2000010892,FI4FY5R9,5,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Alexandra Hills,150
2000010906,LEC6BRV3,5,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Alexandra Hills,150
2000012258,417OFZLY,5,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Victoria Point,150
2000003535,KQNB2TAM,6,,No,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Edens Landing,150
2000006224,TX2HDDLA,6,,No,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Victoria Point,150
2000006286,C7IDQMLA,6,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Capalaba,150
2000007051,21NQOF6O,6,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Thornlands,150
2000010138,7QJNRQK3,6,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Redland Bay,150
2000010584,Y4BCT66I,6,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Thornlands,150
2000001593,GJYMLE31,7,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Alexandra Hills,150
2000002737,KGSGNPA6,7,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Alexandra Hills,150
2000003308,RXK60289,7,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Redland Bay,150
2000003332,Z4W7XBQX,7,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Redland Bay,150
2000009463,52H5LZ7E,7,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Alexandra Hills,150
2000010890,0CS36LF0,7,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Alexandra Hills,150
2000013509,C4EF3NC9,7,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Capalaba,150
2000000249,YC7MG9Q0,8,,No,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Thornlands,150
2000010363,00P7OJR1,8,,No,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Macleay Island,150
2000006232,N6SF01QN,8,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Victoria Point,150
2000006639,1ROUQAFA,8,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Cleveland,150
2000007565,N46606V4,8,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Victoria Point,150
2000007586,HW9MZG8A,8,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Redland Bay,150
2000007598,CVNSNV92,8,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Thornlands,150
2000007604,6HUWMAMC,8,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Victoria Point,150
2000007643,YA2VW348,8,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Mount Cotton,150
2000008738,KYG8B0B8,8,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Victoria Point,150
2000009480,2M6F5GJQ,8,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Thornlands,150
2000013086,EX7ZY1DL,8,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Thornlands,150
2000006005,R837R8A2,9,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Capalaba,150
2000010887,480RK5KO,9,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Alexandra Hills,150
