LGA_2011,Local Government Areas - 2011,INDEX_TYPE,Index Type,MEASURE,Measure,Value
52940,Dowerin (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1066
52940,Dowerin (S),IEO,Index of Education and Occupation,URP,Usual resident population,679
53010,Dumbleyung (S),IEO,Index of Education and Occupation,SCORE,Score,1005
53010,Dumbleyung (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,915
53010,Dumbleyung (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1049
53010,Dumbleyung (S),IEO,Index of Education and Occupation,URP,Usual resident population,607
53080,Dundas (S),IEO,Index of Education and Occupation,SCORE,Score,922
53080,Dundas (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,896
53080,Dundas (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,977
53080,Dundas (S),IEO,Index of Education and Occupation,URP,Usual resident population,1145
53150,East Fremantle (T),IEO,Index of Education and Occupation,SCORE,Score,1070
53150,East Fremantle (T),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,991
53150,East Fremantle (T),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1129
53150,East Fremantle (T),IEO,Index of Education and Occupation,URP,Usual resident population,6925
53220,East Pilbara (S),IEO,Index of Education and Occupation,SCORE,Score,935
53220,East Pilbara (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,558
53220,East Pilbara (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1068
53220,East Pilbara (S),IEO,Index of Education and Occupation,URP,Usual resident population,11940
53290,Esperance (S),IEO,Index of Education and Occupation,SCORE,Score,1007
53290,Esperance (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,798
53290,Esperance (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1125
53290,Esperance (S),IEO,Index of Education and Occupation,URP,Usual resident population,13449
53360,Exmouth (S),IEO,Index of Education and Occupation,SCORE,Score,1008
53360,Exmouth (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,973
53360,Exmouth (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1074
53360,Exmouth (S),IEO,Index of Education and Occupation,URP,Usual resident population,2386
53430,Fremantle (C),IEO,Index of Education and Occupation,SCORE,Score,983
53430,Fremantle (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,613
53430,Fremantle (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1106
53430,Fremantle (C),IEO,Index of Education and Occupation,URP,Usual resident population,26562
53520,Geraldton-Greenough (C),IEO,Index of Education and Occupation,SCORE,Score,998
53520,Geraldton-Greenough (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,769
53520,Geraldton-Greenough (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1159
53520,Geraldton-Greenough (C),IEO,Index of Education and Occupation,URP,Usual resident population,36451
53570,Gingin (S),IEO,Index of Education and Occupation,SCORE,Score,1037
53570,Gingin (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,958
53570,Gingin (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1094
53570,Gingin (S),IEO,Index of Education and Occupation,URP,Usual resident population,4678
53640,Gnowangerup (S),IEO,Index of Education and Occupation,SCORE,Score,999
53640,Gnowangerup (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,923
53640,Gnowangerup (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1078
53640,Gnowangerup (S),IEO,Index of Education and Occupation,URP,Usual resident population,1274
53710,Goomalling (S),IEO,Index of Education and Occupation,SCORE,Score,988
53710,Goomalling (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,929
53710,Goomalling (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1057
53710,Goomalling (S),IEO,Index of Education and Occupation,URP,Usual resident population,985
53780,Gosnells (C),IEO,Index of Education and Occupation,SCORE,Score,1040
53780,Gosnells (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,775
53780,Gosnells (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1217
53780,Gosnells (C),IEO,Index of Education and Occupation,URP,Usual resident population,106582
53920,Halls Creek (S),IEO,Index of Education and Occupation,SCORE,Score,637
53920,Halls Creek (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,435
53920,Halls Creek (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,830
53920,Halls Creek (S),IEO,Index of Education and Occupation,URP,Usual resident population,3563
53990,Harvey (S),IEO,Index of Education and Occupation,SCORE,Score,1059
53990,Harvey (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,775
53990,Harvey (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1191
53990,Harvey (S),IEO,Index of Education and Occupation,URP,Usual resident population,23229
54060,Irwin (S),IEO,Index of Education and Occupation,SCORE,Score,1003
54060,Irwin (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,916
54060,Irwin (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1078
54060,Irwin (S),IEO,Index of Education and Occupation,URP,Usual resident population,3568
54130,Jerramungup (S),IEO,Index of Education and Occupation,SCORE,Score,1030
54130,Jerramungup (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,951
54130,Jerramungup (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1077
54130,Jerramungup (S),IEO,Index of Education and Occupation,URP,Usual resident population,1063
54170,Joondalup (C),IEO,Index of Education and Occupation,SCORE,Score,1105
54170,Joondalup (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,865
54170,Joondalup (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1250
54170,Joondalup (C),IEO,Index of Education and Occupation,URP,Usual resident population,152389
54200,Kalamunda (S),IEO,Index of Education and Occupation,SCORE,Score,1081
54200,Kalamunda (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,893
54200,Kalamunda (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1172
54200,Kalamunda (S),IEO,Index of Education and Occupation,URP,Usual resident population,53540
54280,Kalgoorlie/Boulder (C),IEO,Index of Education and Occupation,SCORE,Score,1026
54280,Kalgoorlie/Boulder (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,572
54280,Kalgoorlie/Boulder (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1278
54280,Kalgoorlie/Boulder (C),IEO,Index of Education and Occupation,URP,Usual resident population,31098
54340,Katanning (S),IEO,Index of Education and Occupation,SCORE,Score,941
54340,Katanning (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,837
54340,Katanning (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1078
54340,Katanning (S),IEO,Index of Education and Occupation,URP,Usual resident population,4183
54410,Kellerberrin (S),IEO,Index of Education and Occupation,SCORE,Score,944
54410,Kellerberrin (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,896
54410,Kellerberrin (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1023
54410,Kellerberrin (S),IEO,Index of Education and Occupation,URP,Usual resident population,1176
54480,Kent (S),IEO,Index of Education and Occupation,SCORE,Score,1064
54480,Kent (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,1052
54480,Kent (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1078
54480,Kent (S),IEO,Index of Education and Occupation,URP,Usual resident population,516
54550,Kojonup (S),IEO,Index of Education and Occupation,SCORE,Score,992
54550,Kojonup (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,913
54550,Kojonup (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1087
54550,Kojonup (S),IEO,Index of Education and Occupation,URP,Usual resident population,1974
54620,Kondinin (S),IEO,Index of Education and Occupation,SCORE,Score,990
54620,Kondinin (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,867
54620,Kondinin (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1053
54620,Kondinin (S),IEO,Index of Education and Occupation,URP,Usual resident population,1041
54690,Koorda (S),IEO,Index of Education and Occupation,SCORE,Score,990
54690,Koorda (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,965
54690,Koorda (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1031
54690,Koorda (S),IEO,Index of Education and Occupation,URP,Usual resident population,434
54760,Kulin (S),IEO,Index of Education and Occupation,SCORE,Score,1009
54760,Kulin (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,929
54760,Kulin (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1071
54760,Kulin (S),IEO,Index of Education and Occupation,URP,Usual resident population,832
54830,Kwinana (T),IEO,Index of Education and Occupation,SCORE,Score,1012
54830,Kwinana (T),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,830
54830,Kwinana (T),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1195
54830,Kwinana (T),IEO,Index of Education and Occupation,URP,Usual resident population,29234
54900,Lake Grace (S),IEO,Index of Education and Occupation,SCORE,Score,1018
54900,Lake Grace (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,935
54900,Lake Grace (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1079
54900,Lake Grace (S),IEO,Index of Education and Occupation,URP,Usual resident population,1368
54970,Laverton (S),IEO,Index of Education and Occupation,SCORE,Score,765
54970,Laverton (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,626
54970,Laverton (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,851
54970,Laverton (S),IEO,Index of Education and Occupation,URP,Usual resident population,1228
55040,Leonora (S),IEO,Index of Education and Occupation,SCORE,Score,947
55040,Leonora (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,876
55040,Leonora (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1042
55040,Leonora (S),IEO,Index of Education and Occupation,URP,Usual resident population,2506
55110,Mandurah (C),IEO,Index of Education and Occupation,SCORE,Score,1010
55110,Mandurah (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,768
55110,Mandurah (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1168
55110,Mandurah (C),IEO,Index of Education and Occupation,URP,Usual resident population,69960
55180,Manjimup (S),IEO,Index of Education and Occupation,SCORE,Score,980
55180,Manjimup (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,846
55180,Manjimup (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1120
55180,Manjimup (S),IEO,Index of Education and Occupation,URP,Usual resident population,9193
55250,Meekatharra (S),IEO,Index of Education and Occupation,SCORE,Score,851
55250,Meekatharra (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,776
55250,Meekatharra (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,891
55250,Meekatharra (S),IEO,Index of Education and Occupation,URP,Usual resident population,1374
55320,Melville (C),IEO,Index of Education and Occupation,SCORE,Score,1064
55320,Melville (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,750
55320,Melville (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1173
55320,Melville (C),IEO,Index of Education and Occupation,URP,Usual resident population,95688
55390,Menzies (S),IEO,Index of Education and Occupation,SCORE,Score,664
55390,Menzies (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,559
55390,Menzies (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,786
55390,Menzies (S),IEO,Index of Education and Occupation,URP,Usual resident population,383
55460,Merredin (S),IEO,Index of Education and Occupation,SCORE,Score,986
55460,Merredin (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,884
55460,Merredin (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1115
55460,Merredin (S),IEO,Index of Education and Occupation,URP,Usual resident population,3275
55530,Mingenew (S),IEO,Index of Education and Occupation,SCORE,Score,975
55530,Mingenew (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,894
55530,Mingenew (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1083
55530,Mingenew (S),IEO,Index of Education and Occupation,URP,Usual resident population,479
55600,Moora (S),IEO,Index of Education and Occupation,SCORE,Score,1002
55600,Moora (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,947
55600,Moora (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1099
55600,Moora (S),IEO,Index of Education and Occupation,URP,Usual resident population,2478
55670,Morawa (S),IEO,Index of Education and Occupation,SCORE,Score,972
55670,Morawa (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,891
55670,Morawa (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1078
55670,Morawa (S),IEO,Index of Education and Occupation,URP,Usual resident population,892
55740,Mosman Park (T),IEO,Index of Education and Occupation,SCORE,Score,1031
55740,Mosman Park (T),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,861
55740,Mosman Park (T),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1178
55740,Mosman Park (T),IEO,Index of Education and Occupation,URP,Usual resident population,8599
55810,Mount Magnet (S),IEO,Index of Education and Occupation,SCORE,Score,880
55810,Mount Magnet (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,826
55810,Mount Magnet (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1134
55810,Mount Magnet (S),IEO,Index of Education and Occupation,URP,Usual resident population,643
55880,Mount Marshall (S),IEO,Index of Education and Occupation,SCORE,Score,1036
55880,Mount Marshall (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,1034
55880,Mount Marshall (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1037
55880,Mount Marshall (S),IEO,Index of Education and Occupation,URP,Usual resident population,478
55950,Mukinbudin (S),IEO,Index of Education and Occupation,SCORE,Score,1023
55950,Mukinbudin (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,956
55950,Mukinbudin (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1086
55950,Mukinbudin (S),IEO,Index of Education and Occupation,URP,Usual resident population,497
56020,Mullewa (S),IEO,Index of Education and Occupation,SCORE,Score,953
56020,Mullewa (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,852
56020,Mullewa (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1073
56020,Mullewa (S),IEO,Index of Education and Occupation,URP,Usual resident population,715
56090,Mundaring (S),IEO,Index of Education and Occupation,SCORE,Score,1087
56090,Mundaring (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,772
56090,Mundaring (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1202
56090,Mundaring (S),IEO,Index of Education and Occupation,URP,Usual resident population,36506
56160,Murchison (S),IEO,Index of Education and Occupation,SCORE,Score,883
56160,Murchison (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,883
56160,Murchison (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,883
56160,Murchison (S),IEO,Index of Education and Occupation,URP,Usual resident population,115
56230,Murray (S),IEO,Index of Education and Occupation,SCORE,Score,1039
56230,Murray (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,883
56230,Murray (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1195
56230,Murray (S),IEO,Index of Education and Occupation,URP,Usual resident population,14144
56300,Nannup (S),IEO,Index of Education and Occupation,SCORE,Score,993
56300,Nannup (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,943
56300,Nannup (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1032
56300,Nannup (S),IEO,Index of Education and Occupation,URP,Usual resident population,1268
56370,Narembeen (S),IEO,Index of Education and Occupation,SCORE,Score,1012
56370,Narembeen (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,954
56370,Narembeen (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1089
56370,Narembeen (S),IEO,Index of Education and Occupation,URP,Usual resident population,815
56450,Narrogin (S),IEO,Index of Education and Occupation,SCORE,Score,1096
56450,Narrogin (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,1060
56450,Narrogin (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1129
56450,Narrogin (S),IEO,Index of Education and Occupation,URP,Usual resident population,874
56520,Narrogin (T),IEO,Index of Education and Occupation,SCORE,Score,942
56520,Narrogin (T),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,809
56520,Narrogin (T),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1058
56520,Narrogin (T),IEO,Index of Education and Occupation,URP,Usual resident population,4226
56580,Nedlands (C),IEO,Index of Education and Occupation,SCORE,Score,1098
56580,Nedlands (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,908
56580,Nedlands (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1219
56580,Nedlands (C),IEO,Index of Education and Occupation,URP,Usual resident population,20514
56620,Ngaanyatjarraku (S),IEO,Index of Education and Occupation,SCORE,Score,616
56620,Ngaanyatjarraku (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,572
56620,Ngaanyatjarraku (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,654
56620,Ngaanyatjarraku (S),IEO,Index of Education and Occupation,URP,Usual resident population,1438
56730,Northam (S),IEO,Index of Education and Occupation,SCORE,Score,977
56730,Northam (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,828
56730,Northam (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1185
56730,Northam (S),IEO,Index of Education and Occupation,URP,Usual resident population,10569
56790,Northampton (S),IEO,Index of Education and Occupation,SCORE,Score,980
56790,Northampton (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,913
56790,Northampton (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1153
56790,Northampton (S),IEO,Index of Education and Occupation,URP,Usual resident population,3188
56860,Nungarin (S),IEO,Index of Education and Occupation,SCORE,Score,946
56860,Nungarin (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,946
56860,Nungarin (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,946
56860,Nungarin (S),IEO,Index of Education and Occupation,URP,Usual resident population,231
56930,Peppermint Grove (S),IEO,Index of Education and Occupation,SCORE,Score,1108
56930,Peppermint Grove (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,1046
56930,Peppermint Grove (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1145
56930,Peppermint Grove (S),IEO,Index of Education and Occupation,URP,Usual resident population,1523
57000,Perenjori (S),IEO,Index of Education and Occupation,SCORE,Score,1051
57000,Perenjori (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,982
57000,Perenjori (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1069
57000,Perenjori (S),IEO,Index of Education and Occupation,URP,Usual resident population,906
57080,Perth (C),IEO,Index of Education and Occupation,SCORE,Score,940
57080,Perth (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,707
57080,Perth (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1122
57080,Perth (C),IEO,Index of Education and Occupation,URP,Usual resident population,16735
57140,Pingelly (S),IEO,Index of Education and Occupation,SCORE,Score,947
57140,Pingelly (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,889
57140,Pingelly (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1070
57140,Pingelly (S),IEO,Index of Education and Occupation,URP,Usual resident population,1170
57210,Plantagenet (S),IEO,Index of Education and Occupation,SCORE,Score,988
57210,Plantagenet (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,875
57210,Plantagenet (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1083
57210,Plantagenet (S),IEO,Index of Education and Occupation,URP,Usual resident population,4883
57280,Port Hedland (T),IEO,Index of Education and Occupation,SCORE,Score,1012
57280,Port Hedland (T),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,685
57280,Port Hedland (T),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1093
57280,Port Hedland (T),IEO,Index of Education and Occupation,URP,Usual resident population,15052
57350,Quairading (S),IEO,Index of Education and Occupation,SCORE,Score,960
57350,Quairading (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,878
57350,Quairading (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1045
57350,Quairading (S),IEO,Index of Education and Occupation,URP,Usual resident population,1042
57420,Ravensthorpe (S),IEO,Index of Education and Occupation,SCORE,Score,1018
57420,Ravensthorpe (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,968
57420,Ravensthorpe (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1062
57420,Ravensthorpe (S),IEO,Index of Education and Occupation,URP,Usual resident population,2123
57490,Rockingham (C),IEO,Index of Education and Occupation,SCORE,Score,1050
57490,Rockingham (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,785
57490,Rockingham (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1246
57490,Rockingham (C),IEO,Index of Education and Occupation,URP,Usual resident population,104076
57560,Roebourne (S),IEO,Index of Education and Occupation,SCORE,Score,1033
57560,Roebourne (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,770
57560,Roebourne (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1156
57560,Roebourne (S),IEO,Index of Education and Occupation,URP,Usual resident population,22927
57630,Sandstone (S),IEO,Index of Education and Occupation,SCORE,Score,955
57630,Sandstone (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,955
57630,Sandstone (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,955
57630,Sandstone (S),IEO,Index of Education and Occupation,URP,Usual resident population,105
57700,Serpentine-Jarrahdale (S),IEO,Index of Education and Occupation,SCORE,Score,1115
57700,Serpentine-Jarrahdale (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,992
57700,Serpentine-Jarrahdale (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1221
57700,Serpentine-Jarrahdale (S),IEO,Index of Education and Occupation,URP,Usual resident population,17736
57770,Shark Bay (S),IEO,Index of Education and Occupation,SCORE,Score,944
57770,Shark Bay (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,869
57770,Shark Bay (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1002
57770,Shark Bay (S),IEO,Index of Education and Occupation,URP,Usual resident population,861
57840,South Perth (C),IEO,Index of Education and Occupation,SCORE,Score,1014
57840,South Perth (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,680
57840,South Perth (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1156
57840,South Perth (C),IEO,Index of Education and Occupation,URP,Usual resident population,40761
57910,Stirling (C),IEO,Index of Education and Occupation,SCORE,Score,1012
57910,Stirling (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,774
57910,Stirling (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1233
57910,Stirling (C),IEO,Index of Education and Occupation,URP,Usual resident population,195644
57980,Subiaco (C),IEO,Index of Education and Occupation,SCORE,Score,994
57980,Subiaco (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,756
57980,Subiaco (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1124
57980,Subiaco (C),IEO,Index of Education and Occupation,URP,Usual resident population,17565
58050,Swan (C),IEO,Index of Education and Occupation,SCORE,Score,1055
58050,Swan (C),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,685
58050,Swan (C),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1286
58050,Swan (C),IEO,Index of Education and Occupation,URP,Usual resident population,108435
58190,Tammin (S),IEO,Index of Education and Occupation,SCORE,Score,987
58190,Tammin (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,878
58190,Tammin (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1061
58190,Tammin (S),IEO,Index of Education and Occupation,URP,Usual resident population,403
58260,Three Springs (S),IEO,Index of Education and Occupation,SCORE,Score,966
58260,Three Springs (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,899
58260,Three Springs (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1080
58260,Three Springs (S),IEO,Index of Education and Occupation,URP,Usual resident population,622
58330,Toodyay (S),IEO,Index of Education and Occupation,SCORE,Score,1038
58330,Toodyay (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,844
58330,Toodyay (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1124
58330,Toodyay (S),IEO,Index of Education and Occupation,URP,Usual resident population,4385
58400,Trayning (S),IEO,Index of Education and Occupation,SCORE,Score,949
58400,Trayning (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,949
58400,Trayning (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,949
58400,Trayning (S),IEO,Index of Education and Occupation,URP,Usual resident population,347
58470,Upper Gascoyne (S),IEO,Index of Education and Occupation,SCORE,Score,740
58470,Upper Gascoyne (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,601
58470,Upper Gascoyne (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,869
58470,Upper Gascoyne (S),IEO,Index of Education and Occupation,URP,Usual resident population,243
58510,Victoria Park (T),IEO,Index of Education and Occupation,SCORE,Score,968
58510,Victoria Park (T),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,749
58510,Victoria Park (T),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1087
58510,Victoria Park (T),IEO,Index of Education and Occupation,URP,Usual resident population,32438
58540,Victoria Plains (S),IEO,Index of Education and Occupation,SCORE,Score,1000
58540,Victoria Plains (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,974
58540,Victoria Plains (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1025
58540,Victoria Plains (S),IEO,Index of Education and Occupation,URP,Usual resident population,900
58570,Vincent (T),IEO,Index of Education and Occupation,SCORE,Score,1002
58570,Vincent (T),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,836
58570,Vincent (T),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1139
58570,Vincent (T),IEO,Index of Education and Occupation,URP,Usual resident population,31562
58610,Wagin (S),IEO,Index of Education and Occupation,SCORE,Score,980
58610,Wagin (S),IEO,Index of Education and Occupation,MINS,Minimum score for SA1s in area,864
58610,Wagin (S),IEO,Index of Education and Occupation,MAXS,Maximum score for SA1s in area,1053
58610,Wagin (S),IEO,Index of Education and Occupation,URP,Usual resident population,1846
58680,Wandering (S),IEO,Index of Education and Occupation,SCORE,Score,1064
